note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,n1,1,1,1,1
mn-1-1-1-2,n2,1,1,1,2
mn-1-1-1-3,n3,1,1,1,3
mn-1-1-1-4,n4,1,1,1,4
mn-1-2-1-1,n5,1,2,1,1
mn-1-2-1-2,n6,1,2,1,2
mn-1-2-1-3,n7,1,2,1,3
mn-1-2-1-4,n8,1,2,1,4
mn-1-5-2-1,n9,1,5,2,1
mn-1-5-2-2,n10,1,5,2,2
mn-1-5-2-3,n11,1,5,2,3
mn-1-5-2-4,n12,1,5,2,4
mn-1-5-2-5,n13,1,5,2,5
mn-1-5-2-6,n14,1,5,2,6
mn-1-5-2-7,n15,1,5,2,7
mn-1-5-2-8,n16,1,5,2,8
mn-1-5-2-9,n17,1,5,2,9
mn-1-5-2-10,n18,1,5,2,10
mn-1-5-2-11,n19,1,5,2,11
mn-1-5-2-12,n20,1,5,2,12
mn-2-1-1-1,n21,2,1,1,1
mn-2-1-1-2,n22,2,1,1,2
mn-2-1-1-3,n23,2,1,1,3
mn-2-1-1-4,n24,2,1,1,4
mn-2-2-1-1,n25,2,2,1,1
mn-2-2-1-2,n26,2,2,1,2
mn-2-2-1-3,n27,2,2,1,3
mn-2-2-1-4,n28,2,2,1,4
mn-2-5-2-1,n29,2,5,2,1
mn-2-5-2-2,n30,2,5,2,2
mn-2-5-2-3,n31,2,5,2,3
mn-2-5-2-4,n32,2,5,2,4
mn-2-5-2-5,n33,2,5,2,5
mn-2-5-2-6,n34,2,5,2,6
mn-2-5-2-7,n35,2,5,2,7
mn-2-5-2-8,n36,2,5,2,8
mn-2-5-2-9,n37,2,5,2,9
mn-2-5-2-10,n38,2,5,2,10
mn-2-5-2-11,n39,2,5,2,11
mn-2-5-2-12,n40,2,5,2,12
mn-3-1-1-1,n41,3,1,1,1
mn-3-1-1-2,n42,3,1,1,2
mn-3-1-1-3,n43,3,1,1,3
mn-3-1-1-4,n44,3,1,1,4
mn-3-1-1-5,n45,3,1,1,5
mn-3-1-1-6,n46,3,1,1,6
mn-3-2-1-1,n47,3,2,1,1
mn-3-2-1-2,n48,3,2,1,2
mn-3-2-1-3,n49,3,2,1,3
mn-3-2-1-4,n50,3,2,1,4
mn-3-5-2-1,n51,3,5,2,1
mn-3-5-2-2,n52,3,5,2,2
mn-3-5-2-3,n53,3,5,2,3
mn-3-5-2-4,n54,3,5,2,4
mn-3-5-2-5,n55,3,5,2,5
mn-3-5-2-6,n56,3,5,2,6
mn-3-5-2-7,n57,3,5,2,7
mn-3-5-2-8,n58,3,5,2,8
mn-3-5-2-9,n59,3,5,2,9
mn-3-5-2-10,n60,3,5,2,10
mn-3-5-2-11,n61,3,5,2,11
mn-3-5-2-12,n62,3,5,2,12
mn-4-1-1-1,n63,4,1,1,1
mn-4-1-1-2,n64,4,1,1,2
mn-4-1-1-3,n65,4,1,1,3
mn-4-1-1-4,n66,4,1,1,4
mn-4-1-1-5,n67,4,1,1,5
mn-4-1-1-6,n68,4,1,1,6
mn-4-2-1-1,n69,4,2,1,1
