note_id,original_id,part,bar,voice,staff,ordinal
mn-1-1-1-1-1,mn-1-1-1-1,1,1,1,1,1
mn-1-1-1-1-2,mn-1-1-1-2,1,1,1,1,2
mn-1-1-1-1-3,mn-1-1-1-3,1,1,1,1,3
mn-1-1-1-1-4,mn-1-1-1-4,1,1,1,1,4
mn-1-1-1-1-5,mn-1-1-1-5,1,1,1,1,5
mn-1-1-1-1-6,mn-1-1-1-6,1,1,1,1,6
mn-1-1-1-1-7,mn-1-1-1-7,1,1,1,1,7
mn-1-1-3-2-1,mn-1-3-2-1,1,1,3,2,1
mn-1-1-3-2-2,mn-1-3-2-2,1,1,3,2,2
mn-1-1-3-2-3,mn-1-3-2-3,1,1,3,2,3
mn-1-1-3-2-4,mn-1-3-2-4,1,1,3,2,4
mn-1-1-3-2-5,mn-1-3-2-5,1,1,3,2,5
mn-1-1-3-2-6,mn-1-3-2-6,1,1,3,2,6
mn-1-1-3-2-7,mn-1-3-2-7,1,1,3,2,7
mn-1-2-1-1-1,mn-2-1-1-1,1,2,1,1,1
mn-1-2-1-1-2,mn-2-1-1-2,1,2,1,1,2
mn-1-2-1-1-3,mn-2-1-1-3,1,2,1,1,3
mn-1-2-1-1-4,mn-2-1-1-4,1,2,1,1,4
mn-1-2-1-1-5,mn-2-1-1-5,1,2,1,1,5
mn-1-2-1-1-6,mn-2-1-1-6,1,2,1,1,6
mn-1-2-1-1-7,mn-2-1-1-7,1,2,1,1,7
mn-1-2-1-1-8,mn-2-1-1-8,1,2,1,1,8
mn-1-2-1-1-9,mn-2-1-1-9,1,2,1,1,9
mn-1-2-3-2-1,mn-2-3-2-1,1,2,3,2,1
mn-1-2-3-2-2,mn-2-3-2-2,1,2,3,2,2
mn-1-2-3-2-3,mn-2-3-2-3,1,2,3,2,3
mn-1-2-3-2-4,mn-2-3-2-4,1,2,3,2,4
mn-1-3-1-1-1,mn-3-1-1-1,1,3,1,1,1
mn-1-3-1-1-2,mn-3-1-1-2,1,3,1,1,2
mn-1-3-1-1-3,mn-3-1-1-3,1,3,1,1,3
mn-1-3-1-1-4,mn-3-1-1-4,1,3,1,1,4
mn-1-3-1-1-5,mn-3-1-1-5,1,3,1,1,5
